0.5688,0.5680,0.5685
0.5705,0.5697,0.5701
0.5728,0.5719,0.5721
0.5759,0.5735,0.5734
0.5791,0.5756,0.5749
0.5834,0.5775,0.5768
0.5862,0.5793,0.5770
0.5881,0.5801,0.5775
0.5896,0.5796,0.5779
0.5905,0.5811,0.5786
