1152,1158,1415,1161,1289,1162,1290,1291,1423,3600,1171,1172,2708,1434,1179,3742,3487,3747,1192,3880,1321,1194,1322,3371,1325,1199,1205,1334,3638,1207,1335,2359,3641,1210,1338,1470,1471,1472,3649,2626,2627,3268,1221,1477,1478,1479,1225,1356,3150,1487,1488,3536,1489,3793,1490,1492,2644,1493,1496,1241,3036,1376,1504,3552,1505,1506,1507,1508,1509,3173,1511,1513,1257,1514,1386,1515,1516,2668,3436,2669,3437,1262,3568,3571,3701,1270,1272,1402,2554,1533,1534,1151,3583
15,1,44,16,33,17,34,35,45,85,18,19,72,46,20,91,88,87,21,65,36,22,37,13,38,23,24,39,84,25,40,79,86,26,41,47,48,49,64,67,68,80,27,50,4,5,28,42,73,6,51,89,52,77,53,54,69,7,8,29,82,3,55,92,56,57,58,9,10,74,59,11,30,12,78,60,61,70,75,71,81,31,90,83,76,2,32,43,66,62,63,14,93
